player1,point_no,next_three,win_or_not,p1_sets_leading,p1_games_leading_1,p1_score_leading_1,1_server,p1_ace,p1_winner,p1_double_fault,p1_unf_err,p1_break_pt,p1_break_pt_won,p1_break_pt_missed,impact_next,points_to_win
Carlos Alcaraz,261,1,0,1,-0.4,0.333333333,1,0,0,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,262,0.8,1,1,-0.4,0,1,0,0,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,263,0.55,1,1,-0.4,0.333333333,1,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,264,0,1,1,-0.4,0.666666667,1,1,1,0,0,0,0,0,1,0.142857143
Carlos Alcaraz,265,0,0,1,-0.2,0,0,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,266,0,0,1,-0.2,-0.333333333,0,0,0,0,0,0,0,0,1,0.571428571
Carlos Alcaraz,267,0,0,1,-0.2,-0.666666667,0,0,0,0,0,0,0,0,1,0.571428571
Carlos Alcaraz,268,0,0,1,-0.2,-1,0,0,0,0,0,0,0,0,1,0.714285714
Carlos Alcaraz,269,0.2,0,1,-0.4,0,1,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,270,0.25,0,1,-0.4,-0.333333333,1,0,0,1,1,0,0,0,0,0.571428571
Carlos Alcaraz,271,0.55,0,1,-0.4,-0.666666667,1,0,0,0,0,0,0,0,1,0.571428571
Carlos Alcaraz,272,0,1,1,-0.4,-1,1,0,0,0,0,0,0,0,1,0.714285714
Carlos Alcaraz,273,0.2,0,1,-0.4,-0.666666667,1,0,0,1,1,0,0,0,1,0.571428571
Carlos Alcaraz,274,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,275,1,0,0,0,-0.333333333,0,0,0,0,1,0,0,0,0,0.571428571
Carlos Alcaraz,276,0.8,1,0,0,-0.666666667,0,0,1,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,277,0.55,1,0,0,-0.333333333,0,0,1,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,278,0.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,279,0.25,0,0,0,0.333333333,0,0,0,0,0,1,0,1,0,0.142857143
Carlos Alcaraz,280,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,281,0,1,0,0,-0.333333333,0,0,1,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,282,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,283,0.25,0,0,0,-0.333333333,0,0,0,0,1,0,0,0,1,0.428571429
Carlos Alcaraz,284,0.75,0,0,-0.2,0,1,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,285,0.25,1,0,-0.2,-0.333333333,1,0,1,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,286,0.75,0,0,-0.2,0,1,0,0,0,1,0,0,0,0,0.428571429
Carlos Alcaraz,287,0.45,1,0,-0.2,-0.333333333,1,0,0,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,288,1,0,0,-0.2,0,1,0,0,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,289,1,1,0,-0.2,-0.333333333,1,0,0,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,290,0.8,1,0,-0.2,0,1,0,1,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,291,0.75,1,0,-0.2,0.333333333,1,0,1,0,0,0,0,0,1,0.142857143
Carlos Alcaraz,292,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,293,0.75,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,294,0.45,1,0,0,0,0,0,1,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,295,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,296,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,297,1,1,0,0,0.333333333,0,0,1,0,0,1,1,0,1,0.142857143
Carlos Alcaraz,298,1,1,0,0.2,0,1,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,299,0.8,1,0,0.2,0.333333333,1,0,0,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,300,0.55,1,0,0.2,0.666666667,1,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,301,0,1,0,0.2,1,1,1,1,0,0,0,0,0,1,0.142857143
Carlos Alcaraz,302,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,303,0.25,0,0,0.4,-0.333333333,0,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,304,0.55,0,0,0.4,-0.666666667,0,0,0,0,0,0,0,0,1,0.571428571
Carlos Alcaraz,305,0.2,1,0,0.4,-1,0,0,0,0,0,0,0,0,1,0.714285714
Carlos Alcaraz,306,0.25,0,0,0.4,-0.666666667,0,0,0,0,0,0,0,0,1,0.571428571
Carlos Alcaraz,307,0.75,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,308,0.45,1,0,0.2,-0.333333333,1,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,309,1,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,310,0.8,1,0,0.2,-0.333333333,1,0,0,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,311,0.75,1,0,0.2,0,1,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,312,0.25,1,0,0.2,0.333333333,1,1,1,0,0,0,0,0,1,0.142857143
Carlos Alcaraz,313,0.75,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,314,0.25,1,0,0.4,-0.333333333,0,0,1,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,315,0.55,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,316,0,1,0,0.4,-0.333333333,0,0,1,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,317,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,318,0.45,0,0,0.4,-0.333333333,0,0,0,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,319,1,0,0,0.2,0,1,0,0,0,1,0,0,0,0,0.571428571
Carlos Alcaraz,320,1,1,0,0.2,-0.333333333,1,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,321,0.8,1,0,0.2,0,1,0,0,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,322,0.55,1,0,0.2,0.333333333,1,0,1,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,323,0,1,0,0.2,0.666666667,1,1,1,0,0,0,0,0,1,0.142857143
Carlos Alcaraz,324,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,325,0.25,0,0,0.4,-0.333333333,0,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,326,0.55,0,0,0.4,-0.666666667,0,0,0,0,0,0,0,0,1,0.571428571
Carlos Alcaraz,327,0.2,1,0,0.4,-1,0,0,0,0,0,0,0,0,1,0.714285714
Carlos Alcaraz,328,0.45,0,0,0.4,-0.666666667,0,0,0,0,0,0,0,0,1,0.571428571
Carlos Alcaraz,329,0.8,0,0,0.2,0,1,0,0,0,1,0,0,0,0,0.571428571
Carlos Alcaraz,330,0.75,1,0,0.2,-0.333333333,1,0,1,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,331,0.45,1,0,0.2,0,1,0,1,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,332,0,0,0,0.2,0.333333333,1,0,0,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,333,0,1,0,0.2,0,1,0,0,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,334,0,1,0,0.2,0.333333333,1,0,0,0,0,0,0,0,0,0.142857143
